ORI9,TYPE,BJS_AGENCYNAME,CITY,STATENAME,STATECODE,POP2012,FTSWORN,FTCIV,PERS_PDSW_MFT,PERS_FTS_WHT,PAY_SAL_EXC_MIN,PAY_SAL_EXC_MAX,PAY_SAL_SGT_MIN,PAY_SAL_SGT_MAX,PAY_SAL_OFCR_MIN,PAY_SAL_OFCR_MAX,PAY_BARG,BDGT_TTL
AZ0072900,1,TEMPE POLICE DEPT                                                                                   ,Tempe                                   ,Arizona             ,AZ,166842,345,148,295,270,129420,174718,84363,92552,56742,76694,(1) Yes,72113777
AZ0100300,1,TUCSON POLICE DEPT                                                                                  ,Tucson                                  ,Arizona             ,AZ,524295,951,264,812,653,138821,180018,74880,78624,45968,61589,(1) Yes,156367016
AZ0073300,1,WICKENBURG POLICE DEPT                                                                              ,Wickenburg                              ,Arizona             ,AZ,6532,15,7,15,13,56002,84002,48290,72435,39634,59451,(2) No,2219761
AZDI06900,1,YAVAPAI APACHE TRIBAL POLICE DEPT                                                                   ,Camp Verde                              ,Arizona             ,AZ,2300,14,2,12,7,63000,75600,50400,50400,46800,46800,(1) Yes,961111
AZ0140000,2,YUMA COUNTY SHERIFFS OFFICE                                                                         ,Yuma                                    ,Arizona             ,AZ,200022,84,248,80,47,100824,100824,48941,65820,41112,56673,(2) No,31071204
CA0010000,2,ALAMEDA COUNTY SHERIFFS DEPT                                                                        ,Oakland                                 ,California          ,CA,1554720,905,629,801,578,219710,219710,100942,111196,65894,72508,(1) Yes,307208469
CA0010100,1,ALAMEDA POLICE DEPT                                                                                 ,Alameda                                 ,California          ,CA,75641,78,28,70,52,175800,213686,98072,119225,80558,97926,(1) Yes,25318554
CA0300100,1,ANAHEIM POLICE DEPT                                                                                 ,Anaheim                                 ,California          ,CA,343248,330,171,301,213,154057,254194,110656,116189,61173,86070,(1) Yes,114943826
CA0190200,1,ARCADIA POLICE DEPT                                                                                 ,Arcadia                                 ,California          ,CA,57497,67,26,65,49,148236,180636,87432,109212,66624,83208,(1) Yes,17453351
CA0400800,1,ATASCADERO POLICE DEPT                                                                              ,Atascadero                              ,California          ,CA,28814,29,9,26,26,112656,136932,70884,86172,56892,69156,(1) Yes,5899370
CA0240100,1,ATWATER POLICE DEPT                                                                                 ,Atwater                                 ,California          ,CA,28742,26,7,25,24,109582,139857,63656,81243,50324,64228,(1) Yes,NA
CA0190500,1,AZUSA POLICE DEPT                                                                                   ,Azusa                                   ,California          ,CA,47407,58,27,53,35,184072,184072,88544,107975,67590,86427,(1) Yes,15791270
CA0150200,1,BAKERSFIELD POLICE DEPT                                                                             ,Bakersfield                             ,California          ,CA,358597,328,128,309,246,147353,179108,75593,91894,53433,65081,(1) Yes,69631317
CA0190900,1,BELL GARDENS POLICE DEPT                                                                            ,Bell Gardens                            ,California          ,CA,42757,49,18,46,23,124510,151350,77520,94224,63456,77136,(1) Yes,11918324
CA0190700,1,BELL POLICE DEPT                                                                                    ,Bell                                    ,California          ,CA,35820,28,9,26,9,160000,160000,87000,90000,68000,72000,(1) Yes,5700000
CA0010300,1,BERKELEY POLICE DEPT                                                                                ,Berkeley                                ,California          ,CA,115403,169,89,136,95,160260,220236,117036,133248,92832,115536,(1) Yes,58279325
CA0191000,1,BEVERLY HILLS POLICE DEPT                                                                           ,Beverly Hills                           ,California          ,CA,34622,116,51,106,82,203688,269376,87924,115320,76764,90336,(1) Yes,53037000
CA0140100,1,BISHOP POLICE DEPT                                                                                  ,Bishop                                  ,California          ,CA,3864,12,5,12,8,105000,105000,60624,80016,56472,69720,(1) Yes,2966012
CA0330300,1,BLYTHE POLICE DEPT                                                                                  ,Blythe                                  ,California          ,CA,20590,22,11,22,14,96762,129667,66144,88878,52499,70595,(1) Yes,4694901
CA0300200,1,BREA POLICE DEPT                                                                                    ,Brea                                    ,California          ,CA,40330,61,39,56,44,155000,188500,110786,133258,85720,108471,(1) Yes,25100000
CA0410300,1,BRISBANE POLICE DEPT                                                                                ,Brisbane                                ,California          ,CA,4394,11,2,8,5,125020,151960,91236,110904,92052,92052,(1) Yes,2940347
CA0300300,1,BUENA PARK POLICE DEPT                                                                              ,Buena Park                              ,California          ,CA,82155,84,31,78,60,158550,190400,104773,113646,81064,86759,(1) Yes,23393910
CA0191200,1,BURBANK POLICE DEPT                                                                                 ,Burbank                                 ,California          ,CA,104391,152,87,138,108,153060,201276,80340,108048,62772,84420,(1) Yes,48738860
CA0040000,2,BUTTE COUNTY SHERIFFS OFFICE                                                                        ,Oroville                                ,California          ,CA,221539,106,191,103,104,162398,162398,52720,70650,43720,57986,(1) Yes,39028163
CA0130200,1,CALEXICO POLICE DEPT                                                                                ,Calexico                                ,California          ,CA,39310,35,18,34,3,115000,125000,53500,65000,34908,44653,(1) Yes,8028069
         ,3,California Highway Patrol                                                                           ,Sacramento                              ,California          ,CA,37955293,7234,3012,6684,4991,171456,186336,82536,120060,67764,98256,(1) Yes,1902730000
CA0430200,1,CAMPBELL POLICE DEPT                                                                                ,Campbell                                ,California          ,CA,40272,41,20,38,33,128000,186000,104000,127000,87600,106800,(1) Yes,1.20E+07
CA0440100,1,CAPITOLA POLICE DEPT                                                                                ,Capitola                                ,California          ,CA,10012,21,7,20,0,NA,NA,80520,102792,65736,83916,(1) Yes,5846457
CA0370100,1,CARLSBAD POLICE DEPT                                                                                ,Carlsbad                                ,California          ,CA,109318,112,47,97,0,183361,183361,84743,103005,66398,80706,(1) Yes,28084011
CA0360200,1,CHINO POLICE DEPT                                                                                   ,Chino                                   ,California          ,CA,80164,103,54,98,34,116570,157370,89148,106980,66852,81264,(1) Yes,2.80E+07
CA0370200,1,CHULA VISTA POLICE DEPT                                                                             ,Chula Vista                             ,California          ,CA,252422,207,83,184,124,157105,190962,85183,103540,67250,81742,(1) Yes,43963270
